file_id,user_id,task_id,pair_index,prefix_len,prefix,next_action,split,source,transition_score
llm_synth_expanded_547,synthetic,26,16,17,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_742,synthetic,23,15,16,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9375
llm_synth_expanded_720,synthetic,41,2,3,"[""PROCESS_START"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.6666666666666666
llm_synth_expanded_29,synthetic,33,1,2,"[""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1013,synthetic,13,8,9,"[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_658,synthetic,23,17,18,"[""PROCESS_START"", ""MENTION_DELETED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_TYPE_UPDATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9444444444444444
llm_synth_expanded_740,synthetic,23,16,17,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9411764705882353
llm_synth_expanded_121,synthetic,41,13,14,"[""PROCESS_START"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DELETED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9285714285714286
llm_synth_expanded_698,synthetic,44,16,17,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_208,synthetic,41,9,10,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9
llm_synth_expanded_837,synthetic,23,3,4,"[""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_57,synthetic,42,2,3,"[""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_547,synthetic,26,7,8,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_57,synthetic,42,5,6,"[""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1013,synthetic,13,4,5,"[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_742,synthetic,23,18,19,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9473684210526315
llm_synth_expanded_547,synthetic,26,13,14,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1010,synthetic,13,1,2,"[""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_208,synthetic,41,6,7,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.8571428571428571
llm_synth_expanded_547,synthetic,26,10,11,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_342,synthetic,44,15,16,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED"", ""MENTION_DESELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9375
llm_synth_expanded_1054,synthetic,43,9,10,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_547,synthetic,26,4,5,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_125,synthetic,41,16,17,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""MENTION_SELECTED"", ""RELATION_CREATED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.9411764705882353
llm_synth_expanded_1011,synthetic,13,3,4,"[""MENTION_DESELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_DESELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_339,synthetic,44,8,9,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,0.8888888888888888
llm_synth_expanded_698,synthetic,44,13,14,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""STEP_ENTITIES"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_839,synthetic,23,5,6,"[""MENTION_SELECTED"", ""MENTION_SELECTED"", ""MENTION_SELECTED"", ""ENTITY_GROUPED"", ""MENTION_SELECTED"", ""MENTION_SELECTED""]",ENTITY_GROUPED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_580,synthetic,41,3,4,"[""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_80,synthetic,31,9,10,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_124,synthetic,41,9,10,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.9
llm_synth_expanded_889,synthetic,23,21,22,"[""PROCESS_START"", ""STEP_RELATIONS"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_SUGGESTION_REJECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.8636363636363636
llm_synth_expanded_740,synthetic,23,3,4,"[""PROCESS_START"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.75
llm_synth_expanded_647,synthetic,43,7,8,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.875
llm_synth_expanded_263,synthetic,41,17,18,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1045,synthetic,11,10,11,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1046,synthetic,11,9,10,"[""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_DESELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_181,synthetic,33,3,4,"[""PROCESS_START"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,0.75
llm_synth_expanded_263,synthetic,41,9,10,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1072,synthetic,41,7,8,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_991,synthetic,11,7,8,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_325,synthetic,33,6,7,"[""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1131,synthetic,33,5,6,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_1057,synthetic,12,3,4,"[""PROCESS_START"", ""STEP_MENTION_SUGGESTION"", ""STEP_METION"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
llm_synth_expanded_225,synthetic,25,19,20,"[""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED"", ""MENTION_CREATED"", ""TOKEN_SELECTED""]",MENTION_CREATED,train,llm_synthetic_expanded,1.0
